内部 ID,ID,店铺,14K货号,是否同步平台库存,成员货品,成员货品数量,美国生命周期状态,德国生命周期状态,日本生命周期状态,英国生命周期状态,类型,代运营,非活动,leadtime
125183,125183,US-Amazon-HLLdeco-KH,CHWS0213-PINE,是,CHWS0213-PINE,1,淘汰期 - 老品,,,,库存货品,自营,否,3
125184,125184,US-Amazon-HLLdeco-KH,CHWS0213-PINK,是,CHWS0213-PINK,1,淘汰期 - 老品,,,,库存货品,自营,否,3
125185,125185,US-Amazon-HLLdeco-KH,CHWS0213-YELLOW,是,CHWS0213-YELLOW,1,成熟期,,,下市期,库存货品,自营,否,3
125186,125186,US-Amazon-HLLdeco-KH,CHXR0288-CAMEL,,CHXR0288-CAMEL,1,下市期,,,,库存货品,自营,是,
125187,125187,US-Amazon-HLLdeco-KH,CHXR0291-BLACK,是,CHXR0291-BLACK,1,下市期,,,,库存货品,自营,是,2
125188,125188,US-Amazon-HLLdeco-KH,CHXR0291-BROWN,是,CHXR0291-BROWN,1,下市期,,,,库存货品,自营,是,2
125189,125189,US-Amazon-HLLdeco-KH,CHXR0291-BURGUNDY,否,CHXR0291-BURGUNDY,1,下市期,,,,库存货品,自营,是,2
125190,125190,US-Amazon-HLLdeco-KH,CHXR0291-CAMEL,是,CHXR0291-CAMEL,1,淘汰期 - 老品,,,,库存货品,自营,是,2
125191,125191,US-Amazon-HLLdeco-KH,CHXR0291-GREY,是,CHXR0291-GREY,1,下市期,,,,库存货品,自营,是,2
125192,125192,US-Amazon-HLLdeco-KH,CHXR0291-IVORY,否,CHXR0291-IVORY,1,下市期,,,,库存货品,自营,是,2
125193,125193,US-Amazon-HLLdeco-KH,CHXR0291-TURQUOISE,否,CHXR0291-TURQUOISE,1,下市期,,,,库存货品,自营,是,2
125194,125194,US-Amazon-HLLdeco-KH,CHYB0363-BLUE,否,CHYB0363-BLUE,1,下市期,,,,库存货品,自营,是,2
125195,125195,US-Amazon-HLLdeco-KH,CHYB0363-NAVY,否,CHYB0363-NAVY,1,下市期,,,,库存货品,自营,是,2
125196,125196,US-Amazon-HLLdeco-KH,CHYB0363-TAUPE,否,CHYB0363-TAUPE,1,下市期,,,,库存货品,自营,是,2
125197,125197,US-Amazon-HLLdeco-KH,CHYB0363-YELLOW,否,CHYB0363-YELLOW,1,下市期,,,,库存货品,自营,是,2
125211,125211,US-Amazon-HLLdeco-KH,CTPT0182-NATURAL,,CTPT0182-NATURAL,1,下市期,,,,库存货品,自营,是,
125212,125212,US-Amazon-HLLdeco-KH,DCAF0239-BLACK,,DCAF0239-BLACK,1,下市期,,,,库存货品,自营,是,
125215,125215,US-Amazon-HLLdeco-KH,DKHN0066-1,,DKHN0066-1,1,淘汰期 - 老品,,,,库存货品,自营,是,
125216,125216,US-Amazon-HLLdeco-KH,DKHN0066-BLACK,,DKHN0066-BLACK,1,下市期,,,,库存货品,自营,是,
125217,125217,US-Amazon-HLLdeco-KH,DKHN0066-BLUE,,DKHN0066-BLUE,1,下市期,,,,库存货品,自营,是,
125218,125218,US-Amazon-HLLdeco-KH,DKHN0067-1,,DKHN0067-1,1,下市期,,,,库存货品,自营,是,
125219,125219,US-Amazon-HLLdeco-KH,DKHN0067-BLACK,,DKHN0067-BLACK,1,下市期,,,,库存货品,自营,是,
125220,125220,US-Amazon-HLLdeco-KH,DKHN0067-BLUE,,DKHN0067-BLUE,1,下市期,,,,库存货品,自营,是,
125223,125223,US-Amazon-HLLdeco-KH,EU-CHM0011-S2-BLACK,,EU-CHM0011-S2-BLACK,1,下市期,,,下市期,库存货品,自营,是,
125224,125224,US-Amazon-HLLdeco-KH,EU-CHM0011-S2-IVORY,,EU-CHM0011-S2-IVORY,1,下市期,,,下市期,库存货品,自营,是,
125225,125225,US-Amazon-HLLdeco-KH,EU-CHM0011-S2-MUSTARD,,EU-CHM0011-S2-MUSTARD,1,下市期,,,下市期,库存货品,自营,是,
125226,125226,US-Amazon-HLLdeco-KH,EU-CHM0011-S2-NAVY,,EU-CHM0011-S2-NAVY,1,下市期,,,,库存货品,自营,是,
125227,125227,US-Amazon-HLLdeco-KH,EU-CHM0011-S2-TAN,,EU-CHM0011-S2-TAN,1,下市期,,,下市期,库存货品,自营,是,
125228,125228,US-Amazon-HLLdeco-KH,EU-CHM0015-BLACK,,EU-CHM0015-BLACK,1,下市期,,,,库存货品,自营,是,
125229,125229,US-Amazon-HLLdeco-KH,EU-CHM0015-BLUE,,EU-CHM0015-BLUE,1,下市期,,,成熟期,库存货品,自营,是,
125230,125230,US-Amazon-HLLdeco-KH,EU-CHM0015-GREEN,,EU-CHM0015-GREEN,1,下市期,,,成熟期,库存货品,自营,是,
125231,125231,US-Amazon-HLLdeco-KH,EU-CHM0015-GREY,,EU-CHM0015-GREY,1,下市期,,,下市期,库存货品,自营,是,
125232,125232,US-Amazon-HLLdeco-KH,EU-CHM0015-IVORY,,EU-CHM0015-IVORY,1,下市期,,,翻单期,库存货品,自营,是,
125233,125233,US-Amazon-HLLdeco-KH,EU-CHM0119-FUSHIA,,EU-CHM0119-FUSHIA,1,下市期,,,下市期,库存货品,自营,是,
125234,125234,US-Amazon-HLLdeco-KH,EU-CHM0119-IVORY,,EU-CHM0119-IVORY,1,下市期,,,成熟期,库存货品,自营,是,
125235,125235,US-Amazon-HLLdeco-KH,EU-CHM0119-MUSTARD,,EU-CHM0119-MUSTARD,1,下市期,,,下市期,库存货品,自营,是,
125236,125236,US-Amazon-HLLdeco-KH,EU-CHM0119-NAVY,,EU-CHM0119-NAVY,1,下市期,,,下市期,库存货品,自营,是,
125237,125237,US-Amazon-HLLdeco-KH,EU-CHM0119-PINK,,EU-CHM0119-PINK,1,下市期,,,成熟期,库存货品,自营,是,
125238,125238,US-Amazon-HLLdeco-KH,EU-CHM6030-GREY,,EU-CHM6030-GREY,1,下市期,,,下市期,库存货品,自营,是,
125239,125239,US-Amazon-HLLdeco-KH,EU-CHM6030-IVORY,,EU-CHM6030-IVORY,1,下市期,,,下市期,库存货品,自营,是,
125240,125240,US-Amazon-HLLdeco-KH,EU-CHM6030-NAVY,,EU-CHM6030-NAVY,1,下市期,,,下市期,库存货品,自营,是,
125241,125241,US-Amazon-HLLdeco-KH,EU-CHM6030-PINK,,EU-CHM6030-PINK,1,下市期,,,下市期,库存货品,自营,是,
125242,125242,US-Amazon-HLLdeco-KH,EU-CHM6030-TEAL,,EU-CHM6030-TEAL,1,下市期,,,下市期,库存货品,自营,是,
125243,125243,US-Amazon-HLLdeco-KH,EU-CHM6075O-IVORY,,EU-CHM6075O-IVORY,1,下市期,,,下市期,库存货品,自营,是,
125244,125244,US-Amazon-HLLdeco-KH,EU-CHM6075O-NAVY,,EU-CHM6075O-NAVY,1,下市期,,,下市期,库存货品,自营,是,
125245,125245,US-Amazon-HLLdeco-KH,EU-CHM6075O-PINK,,EU-CHM6075O-PINK,1,下市期,,,下市期,库存货品,自营,是,
125246,125246,US-Amazon-HLLdeco-KH,EU-CHM6075O-TEAL,,EU-CHM6075O-TEAL,1,下市期,,,下市期,库存货品,自营,是,
125247,125247,US-Amazon-HLLdeco-KH,EU-CHM6075O-YELLOW,,EU-CHM6075O-YELLOW,1,下市期,,,下市期,库存货品,自营,是,
125248,125248,US-Amazon-HLLdeco-KH,EU-CHM6125A-IVORY,,EU-CHM6125A-IVORY,1,下市期,,,淘汰期,库存货品,自营,是,
125249,125249,US-Amazon-HLLdeco-KH,EU-CHM6125A-NAVY,,EU-CHM6125A-NAVY,1,下市期,,,下市期,库存货品,自营,是,
125250,125250,US-Amazon-HLLdeco-KH,EU-CHM6125A-PINK,,EU-CHM6125A-PINK,1,下市期,,,下市期,库存货品,自营,是,
125251,125251,US-Amazon-HLLdeco-KH,EU-CHM6125A-TAN,,EU-CHM6125A-TAN,1,下市期,,,成熟期,库存货品,自营,是,
125252,125252,US-Amazon-HLLdeco-KH,EU-CHM6125A-TEAL,,EU-CHM6125A-TEAL,1,下市期,,,下市期,库存货品,自营,是,
125253,125253,US-Amazon-HLLdeco-KH,EU-CHMJM002-GREY,,EU-CHMJM002-GREY,1,下市期,,,,库存货品,自营,是,
125254,125254,US-Amazon-HLLdeco-KH,EU-CHMJM002-IVORY,,EU-CHMJM002-IVORY,1,下市期,,,下市期,库存货品,自营,是,
125255,125255,US-Amazon-HLLdeco-KH,EU-CHMJM002-MUSTARD,,EU-CHMJM002-MUSTARD,1,下市期,,,下市期,库存货品,自营,是,
125256,125256,US-Amazon-HLLdeco-KH,EU-CHMJM002-NAVY,,EU-CHMJM002-NAVY,1,下市期,,,下市期,库存货品,自营,是,
125257,125257,US-Amazon-HLLdeco-KH,EU-CHMJM002-TEAL,,EU-CHMJM002-TEAL,1,下市期,,,下市期,库存货品,自营,是,
125258,125258,US-Amazon-HLLdeco-KH,EU-CHS18393-1,,EU-CHS18393-1,1,下市期,,,下市期,库存货品,自营,是,
125259,125259,US-Amazon-HLLdeco-KH,EU-CHS18393-2,,EU-CHS18393-2,1,下市期,,,下市期,库存货品,自营,是,
125260,125260,US-Amazon-HLLdeco-KH,EU-CHS18393-3,,EU-CHS18393-3,1,下市期,,,下市期,库存货品,自营,是,
125261,125261,US-Amazon-HLLdeco-KH,EU-CHS18393-5,,EU-CHS18393-5,1,下市期,,,下市期,库存货品,自营,是,
125262,125262,US-Amazon-HLLdeco-KH,EU-CHS18393-GREY,,EU-CHS18393-GREY,1,下市期,,,下市期,库存货品,自营,是,
125263,125263,US-Amazon-HLLdeco-KH,EU-HCHS0105-BLACK,,EU-HCHS0105-BLACK,1,下市期,,,下市期,库存货品,自营,是,
125264,125264,US-Amazon-HLLdeco-KH,EU-HCHS0105-BLUE,,EU-HCHS0105-BLUE,1,下市期,,,淘汰期,库存货品,自营,是,
125265,125265,US-Amazon-HLLdeco-KH,EU-HCHS0105-GREY,,EU-HCHS0105-GREY,1,下市期,,,淘汰期,库存货品,自营,是,
125266,125266,US-Amazon-HLLdeco-KH,EU-HCHS0105-NAVY,,EU-HCHS0105-NAVY,1,下市期,,,下市期,库存货品,自营,是,
125267,125267,US-Amazon-HLLdeco-KH,EU-HCHS0105-TAN,,EU-HCHS0105-TAN,1,下市期,,,淘汰期,库存货品,自营,是,
125268,125268,US-Amazon-HLLdeco-KH,EU-HM0004-BLACK,,EU-HM0004-BLACK,1,下市期,,,,库存货品,自营,是,
125269,125269,US-Amazon-HLLdeco-KH,EU-HM0004-GREY,,EU-HM0004-GREY,1,下市期,,,,库存货品,自营,是,
125270,125270,US-Amazon-HLLdeco-KH,EU-HM0004-IVORY,,EU-HM0004-IVORY,1,下市期,,,,库存货品,自营,是,
125271,125271,US-Amazon-HLLdeco-KH,EU-HM0004-MUSTARD,,EU-HM0004-MUSTARD,1,下市期,,,,库存货品,自营,是,
125272,125272,US-Amazon-HLLdeco-KH,EU-HM0004-PINK,,EU-HM0004-PINK,1,下市期,,,,库存货品,自营,是,
125273,125273,US-Amazon-HLLdeco-KH,EU-HM18223-BEIGE,,EU-HM18223-BEIGE,1,下市期,,,下市期,库存货品,自营,是,
125274,125274,US-Amazon-HLLdeco-KH,EU-HM18223-BLUE,,EU-HM18223-BLUE,1,下市期,,,下市期,库存货品,自营,是,
125275,125275,US-Amazon-HLLdeco-KH,EU-HM18223-LINEN,,EU-HM18223-LINEN,1,下市期,,,下市期,库存货品,自营,是,
125276,125276,US-Amazon-HLLdeco-KH,EU-HM18223-TAN,,EU-HM18223-TAN,1,下市期,,,下市期,库存货品,自营,是,
125277,125277,US-Amazon-HLLdeco-KH,EU-HM18223-YELLOW,,EU-HM18223-YELLOW,1,下市期,,,下市期,库存货品,自营,是,
125278,125278,US-Amazon-HLLdeco-KH,EU-HM19042-FUSHIA,,EU-HM19042-FUSHIA,1,下市期,,,下市期,库存货品,自营,是,
125279,125279,US-Amazon-HLLdeco-KH,EU-HM19042-IVORY,,EU-HM19042-IVORY,1,下市期,,,下市期,库存货品,自营,是,
125280,125280,US-Amazon-HLLdeco-KH,EU-HM19042-MUSTARD,,EU-HM19042-MUSTARD,1,下市期,,,,库存货品,自营,是,
125281,125281,US-Amazon-HLLdeco-KH,EU-HM19042-PINK,,EU-HM19042-PINK,1,下市期,,,,库存货品,自营,是,
125282,125282,US-Amazon-HLLdeco-KH,EU-HM19042-TEAL,,EU-HM19042-TEAL,1,下市期,,,,库存货品,自营,是,
125283,125283,US-Amazon-HLLdeco-KH,EU-MA3288-3-BEIGE,,EU-MA3288-3-BEIGE,1,下市期,,,下市期,库存货品,自营,是,
125284,125284,US-Amazon-HLLdeco-KH,EU-MA3288-3-BLACK,,EU-MA3288-3-BLACK,1,下市期,,,,库存货品,自营,是,
125285,125285,US-Amazon-HLLdeco-KH,EU-MA3288-3-GREY,,EU-MA3288-3-GREY,1,下市期,,,下市期,库存货品,自营,是,
125286,125286,US-Amazon-HLLdeco-KH,EU-MA3288-3-NAVY,,EU-MA3288-3-NAVY,1,下市期,,,下市期,库存货品,自营,是,
125287,125287,US-Amazon-HLLdeco-KH,EU-MA3288-3-YELLOW,,EU-MA3288-3-YELLOW,1,下市期,,,下市期,库存货品,自营,是,
125288,125288,US-Amazon-HLLdeco-KH,EU-SFM0140-BLACK,,EU-SFM0140-BLACK,1,下市期,,,成熟期,库存货品,自营,是,
125289,125289,US-Amazon-HLLdeco-KH,EU-SFM0140-GREEN,,EU-SFM0140-GREEN,1,下市期,,,淘汰期,库存货品,自营,是,
125290,125290,US-Amazon-HLLdeco-KH,EU-SFM0140-NAVY,,EU-SFM0140-NAVY,1,下市期,,,下市期,库存货品,自营,是,
125291,125291,US-Amazon-HLLdeco-KH,EU-SFM0140-PINK,,EU-SFM0140-PINK,1,下市期,,,淘汰期,库存货品,自营,是,
125292,125292,US-Amazon-HLLdeco-KH,EU-SFM0140-TEAL,,EU-SFM0140-TEAL,1,下市期,,,成熟期,库存货品,自营,是,
125293,125293,US-Amazon-HLLdeco-KH,HBO0072-FULL,,HBO0072-FULL,1,下市期,,,,库存货品,自营,是,
125294,125294,US-Amazon-HLLdeco-KH,HBO0072-KING,,HBO0072-KING,1,成熟期,,,,库存货品,自营,是,
125295,125295,US-Amazon-HLLdeco-KH,HBO0072-QUEEN,,HBO0072-QUEEN,1,成熟期,,,,库存货品,自营,是,
125296,125296,US-Amazon-HLLdeco-KH,HBO0072-TWIN,,HBO0072-TWIN,1,下市期,,,,库存货品,自营,是,
125297,125297,US-Amazon-HLLdeco-KH,HBO0073-FULL,,HBO0073-FULL,1,下市期,,,,库存货品,自营,是,
125298,125298,US-Amazon-HLLdeco-KH,HBO0073-KING,,HBO0073-KING,1,成熟期,,,,库存货品,自营,是,
125299,125299,US-Amazon-HLLdeco-KH,HBO0073-QUEEN,,HBO0073-QUEEN,1,成熟期,,,,库存货品,自营,是,
125300,125300,US-Amazon-HLLdeco-KH,HBO0073-TWIN,,HBO0073-TWIN,1,下市期,,,,库存货品,自营,是,
125310,125310,US-Amazon-HLLdeco-KH,HCHHL0144-1,是,HCHHL0144-1,1,下市期,,,,库存货品,自营,是,2
125311,125311,US-Amazon-HLLdeco-KH,HCHHL0144-12,否,HCHHL0144-12,1,下市期,,,,库存货品,自营,是,2
125312,125312,US-Amazon-HLLdeco-KH,HCHHL0144-7,否,HCHHL0144-7,1,下市期,,,,库存货品,自营,是,2
125313,125313,US-Amazon-HLLdeco-KH,HCHHLQ108-CHARCOAL-S4,,HCHHLQ108-CHARCOAL-S4,1,淘汰期,,,,库存货品,自营,是,3
125314,125314,US-Amazon-HLLdeco-KH,HCHWW0088-ANTHRACITE,,HCHWW0088-ANTHRACITE,1,下市期,,,,库存货品,自营,是,
125315,125315,US-Amazon-HLLdeco-KH,HCHWW0088-BLACK,,HCHWW0088-BLACK,1,下市期,,,,库存货品,自营,是,
125316,125316,US-Amazon-HLLdeco-KH,HCHWW0089-COGNAC,,HCHWW0089-COGNAC,1,下市期,,,,库存货品,自营,是,
125317,125317,US-Amazon-HLLdeco-KH,HCHWW0128-CAMEL,,HCHWW0128-CAMEL,1,下市期,,,,库存货品,自营,是,3
125322,125322,US-Amazon-HLLdeco-KH,HDTHLQ107-RECTANGLE-A,,HDTHLQ107-RECTANGLE-A,1,下市期,淘汰期,,下市期,库存货品,自营,是,
125323,125323,US-Amazon-HLLdeco-KH,HDTHLQ107-SQUARE-A,,HDTHLQ107-SQUARE-A,1,下市期,淘汰期,,下市期,库存货品,自营,是,
125324,125324,US-Amazon-HLLdeco-KH,HDTHLQ114-RECTANGLE-A,,HDTHLQ114-RECTANGLE-A,1,下市期,淘汰期,,下市期,库存货品,自营,是,
125325,125325,US-Amazon-HLLdeco-KH,HDTHLQ114-SQUARE-A,,HDTHLQ114-SQUARE-A,1,下市期,,,,库存货品,自营,是,
125326,125326,US-Amazon-HLLdeco-KH,HOCDL0115-BEIGE,,HOCDL0115-BEIGE,1,下市期,,,,库存货品,自营,是,
125327,125327,US-Amazon-HLLdeco-KH,HOCDL0115-GREY,,HOCDL0115-GREY,1,下市期,,,,库存货品,自营,是,
125328,125328,US-Amazon-HLLdeco-KH,HOCTS0264-GREEN,,HOCTS0264-GREEN,1,淘汰期,,,,库存货品,自营,是,
125329,125329,US-Amazon-HLLdeco-KH,HOCTS0264-GREY,,HOCTS0264-GREY,1,淘汰期,,,,库存货品,自营,是,
125330,125330,US-Amazon-HLLdeco-KH,HOCTS0264-NAVY,,HOCTS0264-NAVY,1,淘汰期,,,,库存货品,自营,是,
125331,125331,US-Amazon-HLLdeco-KH,HOCTS0264-TEAL,,HOCTS0264-TEAL,1,下市期,,,,库存货品,自营,是,
125332,125332,US-Amazon-HLLdeco-KH,HOCTXS0287-BEIGE-A,,HOCTXS0287-BEIGE-A,1,下市期,,,,库存货品,自营,是,
125333,125333,US-Amazon-HLLdeco-KH,HOCTXS0287-BEIGE-B,,HOCTXS0287-BEIGE-B,1,下市期,,,,库存货品,自营,是,
125334,125334,US-Amazon-HLLdeco-KH,HOCTXS0287-GREY-A,,HOCTXS0287-GREY-A,1,下市期,,,,库存货品,自营,是,
125335,125335,US-Amazon-HLLdeco-KH,HOCTXS0287-GREY-B,,HOCTXS0287-GREY-B,1,下市期,,,,库存货品,自营,是,
125336,125336,US-Amazon-HLLdeco-KH,HOCTXS0287-NAVY-A,,HOCTXS0287-NAVY-A,1,下市期,,,,库存货品,自营,是,
125337,125337,US-Amazon-HLLdeco-KH,HOCTXS0287-NAVY-B,,HOCTXS0287-NAVY-B,1,下市期,,,,库存货品,自营,是,
125338,125338,US-Amazon-HLLdeco-KH,HOCTXS0287-TEAL-A,,HOCTXS0287-TEAL-A,1,下市期,,,,库存货品,自营,是,
125339,125339,US-Amazon-HLLdeco-KH,HOCTXS0287-TEAL-B,,HOCTXS0287-TEAL-B,1,下市期,,,,库存货品,自营,是,
125340,125340,US-Amazon-HLLdeco-KH,HOCWYJT0130-BEIGE-A,,HOCWYJT0130-BEIGE-A,1,淘汰期,,,,库存货品,自营,是,
125341,125341,US-Amazon-HLLdeco-KH,HOCWYJT0130-BLUE-A,,HOCWYJT0130-BLUE-A,1,下市期,,,,库存货品,自营,是,
125342,125342,US-Amazon-HLLdeco-KH,HOCWYJT0130-GREY-A,,HOCWYJT0130-GREY-A,1,下市期,,,,库存货品,自营,是,
125343,125343,US-Amazon-HLLdeco-KH,HOCWYJT0130-SMOKE-A,,HOCWYJT0130-SMOKE-A,1,下市期,,,,库存货品,自营,是,
125344,125344,US-Amazon-HLLdeco-KH,HRCHD0241-BLACK,是,HRCHD0241-BLACK,1,下市期,,,,库存货品,自营,是,3
125345,125345,US-Amazon-HLLdeco-KH,HRCHD0241-BROWN,是,HRCHD0241-BROWN,1,下市期,,,,库存货品,自营,是,2
125346,125346,US-Amazon-HLLdeco-KH,HRCHD0241-BURGUNDY,否,HRCHD0241-BURGUNDY,1,淘汰期 - 老品,,,,库存货品,自营,是,2
125347,125347,US-Amazon-HLLdeco-KH,HRCHD0241-CAMEL,是,HRCHD0241-CAMEL,1,淘汰期 - 老品,,,,库存货品,自营,否,3
125348,125348,US-Amazon-HLLdeco-KH,HRCHD0241-GREEN,,HRCHD0241-GREEN,1,下市期,,,,库存货品,自营,是,3
125349,125349,US-Amazon-HLLdeco-KH,HRCHD0241-GREY,否,HRCHD0241-GREY,1,下市期,,,,库存货品,自营,是,2
125350,125350,US-Amazon-HLLdeco-KH,HRCHD0241-IVORY,否,HRCHD0241-IVORY,1,淘汰期 - 老品,,,,库存货品,自营,是,2
125351,125351,US-Amazon-HLLdeco-KH,HRCHD0241-NAVY,,HRCHD0241-NAVY,1,下市期,,,,库存货品,自营,是,3
125352,125352,US-Amazon-HLLdeco-KH,HRCHD0241-SADDLE,,HRCHD0241-SADDLE,1,淘汰期 - 老品,,,,库存货品,自营,是,3
125353,125353,US-Amazon-HLLdeco-KH,HRCHD0241-SAGE,,HRCHD0241-SAGE,1,下市期,,,,库存货品,自营,是,3
125354,125354,US-Amazon-HLLdeco-KH,HRCHD0241-TURQUOISE,是,HRCHD0241-TURQUOISE,1,下市期,,,,库存货品,自营,是,2
125355,125355,US-Amazon-HLLdeco-KH,HRCHD0241-YELLOW,是,HRCHD0241-YELLOW,1,下市期,,,,库存货品,自营,是,2
125356,125356,US-Amazon-HLLdeco-KH,HRCHL0244-BEIGE,,HRCHL0244-BEIGE,1,下市期,,,,库存货品,自营,是,
125357,125357,US-Amazon-HLLdeco-KH,HRCHL0244-GREY,,HRCHL0244-GREY,1,淘汰期 - 老品,,,,库存货品,自营,是,
125358,125358,US-Amazon-HLLdeco-KH,HRCHL0244-NAVY,,HRCHL0244-NAVY,1,下市期,,,,库存货品,自营,是,
125359,125359,US-Amazon-HLLdeco-KH,HRCHL0244-SAGE,,HRCHL0244-SAGE,1,下市期,,,,库存货品,自营,是,
125360,125360,US-Amazon-HLLdeco-KH,HRCXA0265-BLACK,是,HRCXA0265-BLACK,1,淘汰期 - 老品,,,,库存货品,自营,是,2
125361,125361,US-Amazon-HLLdeco-KH,HRCXA0265-CAMEL,是,HRCXA0265-CAMEL,1,下市期,,,,库存货品,自营,是,2
125362,125362,US-Amazon-HLLdeco-KH,HRCXA0265-CHERRY,是,HRCXA0265-CHERRY,1,下市期,,,,库存货品,自营,是,2
125363,125363,US-Amazon-HLLdeco-KH,HRCXA0265-NAVY,是,HRCXA0265-NAVY,1,下市期,,,,库存货品,自营,是,2
125364,125364,US-Amazon-HLLdeco-KH,HRCXA0266-BLACK,否,HRCXA0266-BLACK,1,淘汰期 - 老品,,,,库存货品,自营,是,2
125365,125365,US-Amazon-HLLdeco-KH,HRCXA0266-CAMEL,否,HRCXA0266-CAMEL,1,下市期,,,,库存货品,自营,是,2
125366,125366,US-Amazon-HLLdeco-KH,HRCXA0266-CHERRY,否,HRCXA0266-CHERRY,1,下市期,,,,库存货品,自营,是,2
125367,125367,US-Amazon-HLLdeco-KH,HRCXA0266-NAVY,否,HRCXA0266-NAVY,1,淘汰期 - 老品,,,,库存货品,自营,是,2
125368,125368,US-Amazon-HLLdeco-KH,HRCXA0266-RED,否,HRCXA0266-RED,1,下市期,,,,库存货品,自营,是,2
125374,125374,US-Amazon-HLLdeco-KH,HSFMSY0134-BLACK,否,HSFMSY0134-BLACK,1,下市期,,,,库存货品,自营,是,2
125375,125375,US-Amazon-HLLdeco-KH,HSFMSY0134-BLUE,否,HSFMSY0134-BLUE,1,下市期,,,,库存货品,自营,是,2
125376,125376,US-Amazon-HLLdeco-KH,HSFMSY0134-FUSHIA,否,HSFMSY0134-FUSHIA,1,下市期,,,,库存货品,自营,是,2
125377,125377,US-Amazon-HLLdeco-KH,HSFMSY0134-GREEN,否,HSFMSY0134-GREEN,1,下市期,,,,库存货品,自营,是,2
125378,125378,US-Amazon-HLLdeco-KH,,否,,1,,,,,,,是,2
125379,125379,US-Amazon-HLLdeco-KH,HSFMSY0134-GREY,否,HSFMSY0134-GREY,1,下市期,,,,库存货品,自营,是,2
125380,125380,US-Amazon-HLLdeco-KH,HSFMSY0134-IVORY,是,HSFMSY0134-IVORY,1,下市期,,,,库存货品,自营,是,2
125381,125381,US-Amazon-HLLdeco-KH,HSFMSY0134-MUSTARD,否,HSFMSY0134-MUSTARD,1,下市期,,,,库存货品,自营,是,2
125382,125382,US-Amazon-HLLdeco-KH,HSFMSY0134-NAVY,否,HSFMSY0134-NAVY,1,下市期,,,,库存货品,自营,是,2
125383,125383,US-Amazon-HLLdeco-KH,HSFMSY0134-PINK,否,HSFMSY0134-PINK,1,下市期,,,,库存货品,自营,是,2
125384,125384,US-Amazon-HLLdeco-KH,HSFMSY0134-TEAL,否,HSFMSY0134-TEAL,1,下市期,,,,库存货品,自营,是,2
125385,125385,US-Amazon-HLLdeco-KH,HSFMSY0134-YELLOW,否,HSFMSY0134-YELLOW,1,下市期,,,,库存货品,自营,是,2
125386,125386,US-Amazon-HLLdeco-KH,HSFXA0267-CHERRY,,HSFXA0267-CHERRY,1,淘汰期 - 老品,,,,库存货品,自营,是,
125387,125387,US-Amazon-HLLdeco-KH,HSFXA0267-NAVY,,HSFXA0267-NAVY,1,下市期,,,,库存货品,自营,是,
125388,125388,US-Amazon-HLLdeco-KH,HSFYJH0123-BEIGE-A,,HSFYJH0123-BEIGE-A,1,淘汰期,,,,库存货品,自营,是,
125389,125389,US-Amazon-HLLdeco-KH,HSFYJH0123-BEIGE-B,,HSFYJH0123-BEIGE-B,1,淘汰期,,,,库存货品,自营,是,
125390,125390,US-Amazon-HLLdeco-KH,HSFYJH0123-BLUE-A,,HSFYJH0123-BLUE-A,1,淘汰期,,,,库存货品,自营,是,
125391,125391,US-Amazon-HLLdeco-KH,HSFYJH0123-CAMEL-A,,HSFYJH0123-CAMEL-A,1,下市期,,,,库存货品,自营,是,
125392,125392,US-Amazon-HLLdeco-KH,HSFYJH0123-CHARCOAL-A,,HSFYJH0123-CHARCOAL-A,1,下市期,,,,库存货品,自营,是,
125393,125393,US-Amazon-HLLdeco-KH,HSFYJH0123-CHARCOAL-B,,HSFYJH0123-CHARCOAL-B,1,淘汰期,,,,库存货品,自营,是,
125394,125394,US-Amazon-HLLdeco-KH,HSFYJH0123-GREEN-A,,HSFYJH0123-GREEN-A,1,下市期,,,,库存货品,自营,是,
125395,125395,US-Amazon-HLLdeco-KH,HSFYJH0123-GREY-A,,HSFYJH0123-GREY-A,1,下市期,,,,库存货品,自营,是,
125400,125400,US-Amazon-HLLdeco-KH,KPJY0536-NATURAL-A,,KPJY0536-NATURAL-A,1,下市期,,,,库存货品,自营,是,
125401,125401,US-Amazon-HLLdeco-KH,KPJY0536-WHITE-A,,KPJY0536-WHITE-A,1,下市期,,,,库存货品,自营,是,
125402,125402,US-Amazon-HLLdeco-KH,KPJY0537-NATURAL-A,,KPJY0537-NATURAL-A,1,下市期,,,,库存货品,自营,是,
125403,125403,US-Amazon-HLLdeco-KH,KPJY0537-WHITE-A,,KPJY0537-WHITE-A,1,下市期,,,,库存货品,自营,是,
125406,125406,US-Amazon-HLLdeco-KH,NSCL0522-BLUE,,NSCL0522-BLUE,1,成熟期,,,,库存货品,自营,是,
125407,125407,US-Amazon-HLLdeco-KH,NSCL0522-WALNUT,,NSCL0522-WALNUT,1,成熟期,,,成熟期,库存货品,自营,是,
125408,125408,US-Amazon-HLLdeco-KH,NSCL0522-WHITE,,NSCL0522-WHITE,1,成熟期,,,下市期,库存货品,自营,是,
125409,125409,US-Amazon-HLLdeco-KH,NSJY0539-BLACK,,NSJY0539-BLACK,1,成熟期,,,未定义,库存货品,自营,是,
125410,125410,US-Amazon-HLLdeco-KH,NSJY0539-KONA,,NSJY0539-KONA,1,成熟期,,,未定义,库存货品,自营,是,
