内部 ID,ID,店铺,14K货号,是否同步平台库存,成员货品,成员货品数量,美国生命周期状态,德国生命周期状态,日本生命周期状态,英国生命周期状态,类型,代运营,非活动,leadtime
1050015,1050015,US-Walmart,ETKL1849-BLK,,ETKL1849-BLK,1,未翻单期,,,,库存货品,自营,否,
1050016,1050016,US-Walmart,ETKL1849-AUB-S2,,ETKL1849-AUB,2,策划期,,,,套件,自营,否,
1050017,1050017,US-Walmart,ETKL1850-BLK-S2,,ETKL1850-BLK,2,策划期,,,,套件,自营,否,
1050018,1050018,US-Walmart,ETKL1850-AUB-S2,,ETKL1850-AUB,2,策划期,,,,套件,自营,否,
1050019,1050019,US-Walmart,ETKL1851-BLK-S2,,ETKL1851-BLK,2,策划期,,,,套件,自营,否,
1050020,1050020,US-Walmart,ETKL1851-AUB-S2,,ETKL1851-AUB,2,策划期,,,,套件,自营,否,
1050021,1050021,US-Walmart,SCCS1719-OAK,,SCCS1719-OAK,1,策划期,,,,库存货品,自营,否,
1050022,1050022,US-Walmart,SCCS1719-OAK-S2,,SCCS1719-OAK,2,策划期,,,,套件,自营,否,
1050023,1050023,US-Walmart,SBCS1720-OAK,,SBCS1720-OAK,1,未翻单期,,,,库存货品,自营,否,
1050024,1050024,US-Walmart,DKHD1793-ACR,,DKHD1793-ACR,1,策划期,,,,库存货品,自营,否,
1050025,1050025,US-Walmart,DKHD1793-AUB,,DKHD1793-AUB,1,策划期,,,,库存货品,自营,否,
1050026,1050026,US-Walmart,DKHD1800-ACR,,DKHD1800-ACR,1,策划期,,,,库存货品,自营,否,
1050027,1050027,US-Walmart,DKHD1800-AUB,,DKHD1800-AUB,1,策划期,,,,库存货品,自营,否,
1050028,1050028,US-Walmart,MTBH1810-KB-WTE,,MTBH1810-KB-WTE,1,未翻单期,,,,库存货品,自营,否,
1050029,1050029,US-Walmart,MTBH1810-QB-WTE,,MTBH1810-QB-WTE,1,未翻单期,,,,库存货品,自营,否,
1050030,1050030,US-Walmart,DSCW1834-WAL,,DSCW1834-WAL,1,策划期,,,,库存货品,自营,否,
1050031,1050031,US-Walmart,NSCW1817-ACR,,NSCW1817-ACR,1,策划期,,,,库存货品,自营,否,
1050032,1050032,US-Walmart,NSCW1817-WAL,,NSCW1817-WAL,1,策划期,,,,库存货品,自营,否,
1050033,1050033,US-Walmart,NSCW1817-ACR-S2,,NSCW1817-ACR,2,策划期,,,,套件,自营,否,
1050034,1050034,US-Walmart,NSCW1817-WAL-S2,,NSCW1817-WAL,2,策划期,,,,套件,自营,否,
1050035,1050035,US-Walmart,DSCW1818-WAL,,DSCW1818-WAL,1,策划期,,,,库存货品,自营,否,
1050074,1050074,US-Walmart,ETHD1819-AUB,,ETHD1819-AUB,1,策划期,,,,库存货品,自营,否,
1050170,1050170,US-Walmart,ETHD1819-BLK,,ETHD1819-BLK,1,策划期,,,,库存货品,自营,否,
1050171,1050171,US-Walmart,SBMK1852-BLK,,SBMK1852-BLK,1,策划期,,,,库存货品,自营,否,
1050172,1050172,US-Walmart,ETKL1849-BLK-S2,,ETKL1849-BLK,2,策划期,,,,套件,自营,否,
1050173,1050173,US-Walmart,ETKL1850-BLK,,ETKL1850-BLK,1,未翻单期,,,,库存货品,自营,否,
1050174,1050174,US-Walmart,ETHD1819-BLK-S2,,ETHD1819-BLK,2,策划期,,,,套件,自营,否,
1050406,1050406,US-Amazon-HLLdeco-KH,SCCS1719-OAK,,SCCS1719-OAK,1,策划期,,,,库存货品,自营,否,
1050417,1050417,US-Amazon-HLLdeco-KH,SBCS1720-OAK,,SBCS1720-OAK,1,未翻单期,,,,库存货品,自营,否,
1050428,1050428,US-Amazon-HLLdeco-KH,SBHD1765-AUB,,SBHD1765-AUB,1,策划期,,,,库存货品,自营,否,
1050439,1050439,US-Amazon-HLLdeco-KH,SBHD1765-ACR,,SBHD1765-ACR,1,策划期,,,,库存货品,自营,否,
1050450,1050450,US-Amazon-HLLdeco-KH,DKHD1793-AUB,,DKHD1793-AUB,1,策划期,,,,库存货品,自营,否,
1050461,1050461,US-Amazon-HLLdeco-KH,DKHD1793-ACR,,DKHD1793-ACR,1,策划期,,,,库存货品,自营,否,
1050572,1050572,US-Amazon-HLLdeco-KH,DKHD1800-AUB,,DKHD1800-AUB,1,策划期,,,,库存货品,自营,否,
1050583,1050583,US-Amazon-HLLdeco-KH,DKHD1800-ACR,,DKHD1800-ACR,1,策划期,,,,库存货品,自营,否,
1050594,1050594,US-Amazon-HLLdeco-KH,NSCW1817-WAL,,NSCW1817-WAL,1,策划期,,,,库存货品,自营,否,
1050605,1050605,US-Amazon-HLLdeco-KH,NSCW1817-ACR,,NSCW1817-ACR,1,策划期,,,,库存货品,自营,否,
1050616,1050616,US-Amazon-HLLdeco-KH,DSCW1818-WAL,,DSCW1818-WAL,1,策划期,,,,库存货品,自营,否,
1050627,1050627,US-Amazon-HLLdeco-KH,ETHD1819-AUB,,ETHD1819-AUB,1,策划期,,,,库存货品,自营,否,
1050638,1050638,US-Amazon-HLLdeco-KH,ETHD1819-BLK,,ETHD1819-BLK,1,策划期,,,,库存货品,自营,否,
1050649,1050649,US-Amazon-HLLdeco-KH,MTBH1810-QB-WTE,,MTBH1810-QB-WTE,1,未翻单期,,,,库存货品,自营,否,
1050660,1050660,US-Amazon-HLLdeco-KH,MTBH1810-KB-WTE,,MTBH1810-KB-WTE,1,未翻单期,,,,库存货品,自营,否,
1050671,1050671,US-Amazon-HLLdeco-KH,DSCW1834-WAL,,DSCW1834-WAL,1,策划期,,,,库存货品,自营,否,
1050682,1050682,US-Amazon-HLLdeco-KH,SBKL1848-AUB,,SBKL1848-AUB,1,策划期,,,,库存货品,自营,否,
1050693,1050693,US-Amazon-HLLdeco-KH,SBKL1848-BLK,,SBKL1848-BLK,1,策划期,,,,库存货品,自营,否,
1050704,1050704,US-Amazon-HLLdeco-KH,ETKL1849-AUB,,ETKL1849-AUB,1,未翻单期,,,,库存货品,自营,否,
1050715,1050715,US-Amazon-HLLdeco-KH,ETKL1849-BLK,,ETKL1849-BLK,1,未翻单期,,,,库存货品,自营,否,
1050726,1050726,US-Amazon-HLLdeco-KH,ETKL1851-AUB,,ETKL1851-AUB,1,未翻单期,,,,库存货品,自营,否,
1050737,1050737,US-Amazon-HLLdeco-KH,ETKL1851-BLK,,ETKL1851-BLK,1,未翻单期,,,,库存货品,自营,否,
1050748,1050748,US-Amazon-HLLdeco-KH,ETKL1850-AUB,,ETKL1850-AUB,1,未翻单期,,,,库存货品,自营,否,
1050759,1050759,US-Amazon-HLLdeco-KH,ETKL1850-BLK,,ETKL1850-BLK,1,未翻单期,,,,库存货品,自营,否,
1050770,1050770,US-Amazon-HLLdeco-KH,SBMK1852-AUB,,SBMK1852-AUB,1,策划期,,,,库存货品,自营,否,
1050781,1050781,US-Amazon-HLLdeco-KH,SBMK1852-BLK,,SBMK1852-BLK,1,策划期,,,,库存货品,自营,否,
1050929,1050929,US-Amazon-HLLdeco-KH,ZRCBS0428-BRN,,ZRCBS0428-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1050949,1050949,US-Amazon-HLLdeco-KH,ZBEBT0225-BRN,,ZBEBT0225-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1050954,1050954,US-Amazon-HLLdeco-KH,ZBEBT0225-BGE,,ZBEBT0225-BGE,1,成熟期,,,,库存货品,增长事业部,否,
1050961,1050961,US-Walmart,ZBEBT0225-LIN,,ZBEBT0225-LIN,1,成熟期,,,,库存货品,增长事业部,否,
1050996,1050996,US-Walmart,ZOFBS0591-BRN,,ZOFBS0591-BRN,1,淘汰期 - 新品,,,,库存货品,增长事业部,否,
1050997,1050997,US-Amazon-HLLdeco-KH,ZOFBS0591-BRN,,ZOFBS0591-BRN,1,淘汰期 - 新品,,,,库存货品,增长事业部,否,
1051030,1051030,US-Walmart,ZRCBS0428-BRN,是,ZRCBS0428-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1051043,1051043,US-Walmart,ZRCBS0100-NAV,,ZRCBS0100-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1051045,1051045,US-Amazon-HLLdeco-KH,ZRCBS0100-NAV,,ZRCBS0100-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1051057,1051057,US-Walmart,ZBEBT0225-BRN,,ZBEBT0225-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1051061,1051061,US-Walmart,ZBEBT0225-BGE,,ZBEBT0225-BGE,1,成熟期,,,,库存货品,增长事业部,否,
1051076,1051076,US-Walmart,ZBEBT0225-CHA,,ZBEBT0225-CHA,1,成熟期,,,,库存货品,增长事业部,否,
1051079,1051079,US-Amazon-HLLdeco-KH,ZBEBT0225-NAV,,ZBEBT0225-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1051081,1051081,US-Amazon-HLLdeco-KH,ZBEBT0225-GRY,,ZBEBT0225-GRY,1,成熟期,,,,库存货品,增长事业部,否,
1051171,1051171,US-Amazon-HLLdeco-KH,OTLB1521-NAV-DEM1,是,OTLB1521-NAV,1,,,,,套件,自营,否,3
1051172,1051172,US-Amazon-HLLdeco-KH,OTLB1521-BRN-DEM1,是,OTLB1521-BRN,1,,,,,套件,自营,否,3
1051370,1051370,US-Amazon-HLLdeco-KH,ZBEBT0225-CHA,,ZBEBT0225-CHA,1,成熟期,,,,库存货品,增长事业部,否,
1051371,1051371,US-Walmart,ZBEBT0225-NAV,,ZBEBT0225-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1051377,1051377,US-Amazon-HLLdeco-KH,ZBEBT0225-LIN,,ZBEBT0225-LIN,1,成熟期,,,,库存货品,增长事业部,否,
1051384,1051384,US-Walmart,ZBEBT0225-GRY,,ZBEBT0225-GRY,1,成熟期,,,,库存货品,增长事业部,否,
1051570,1051570,US-Amazon-HLLdeco-KH,CHHQ0468-GLD-DEM1,是,CHHQ0468-GLD,1,,,,,套件,自营,否,3
1051571,1051571,US-Amazon-HLLdeco-KH,CHHQ0468-BBR-DEM1,是,CHHQ0468-BBR,1,,,,,套件,自营,否,3
1051572,1051572,US-Amazon-HLLdeco-KH,CHHQ0468-SLB-DEM1,是,CHHQ0468-SLB,1,,,,,套件,自营,否,3
1051573,1051573,US-Amazon-HLLdeco-KH,CHHQ0468-CRL-DEM1,是,CHHQ0468-CRL,1,,,,,套件,自营,否,3
1051574,1051574,US-Amazon-HLLdeco-KH,CHHQ0468-MOS-DEM1,是,CHHQ0468-MOS,1,,,,,套件,自营,否,3
1051575,1051575,US-Amazon-HLLdeco-KH,CHHQ0468-GLD-S2-DEM1,是,CHHQ0468-GLD,2,,,,,套件,自营,否,3
1051576,1051576,US-Amazon-HLLdeco-KH,CHHQ0468-BBR-S2-DEM1,是,CHHQ0468-BBR,2,,,,,套件,自营,否,3
1051577,1051577,US-Amazon-HLLdeco-KH,CHHQ0468-SLB-S2-DEM1,是,CHHQ0468-SLB,2,,,,,套件,自营,否,3
1051578,1051578,US-Amazon-HLLdeco-KH,CHHQ0468-CRL-S2-DEM1,是,CHHQ0468-CRL,2,,,,,套件,自营,否,3
1051579,1051579,US-Amazon-HLLdeco-KH,CHHQ0468-MOS-S2-DEM1,是,CHHQ0468-MOS,2,,,,,套件,自营,否,3
1051770,1051770,US-Amazon-Urban-KH,OFXY0937-BLK-TSM1,是,OFXY0937-BLK,1,,,,,套件,自营,否,3
1051771,1051771,US-Amazon-Urban-KH,HCHS0105-TAN-TSM1,是,HCHS0105-TAN,1,,,,,套件,自营,否,3
1051772,1051772,US-Amazon-HLLdeco-KH,NSXX1809-ACR-DEM1,是,NSXX1809-ACR,1,,,,,套件,自营,否,3
1051773,1051773,US-Amazon-HLLdeco-KH,NSXX1809-ACR-S2-DEM1,是,NSXX1809-ACR,2,,,,,套件,自营,否,3
1051774,1051774,US-Amazon-HLLdeco-KH,NSXX1809-WAL-DEM1,是,NSXX1809-WAL,1,,,,,套件,自营,否,3
1051775,1051775,US-Amazon-HLLdeco-KH,NSXX1809-WAL-S2-DEM1,是,NSXX1809-WAL,2,,,,,套件,自营,否,3
1051776,1051776,US-Amazon-HLLdeco-KH,ETMK1639-RED-DEM1,是,ETMK1639-RED,1,,,,,套件,自营,否,3
1051777,1051777,US-Amazon-HLLdeco-KH,ETMK1639-RED-S2-DEM1,是,ETMK1639-RED,2,,,,,套件,自营,否,3
1051778,1051778,US-Amazon-HLLdeco-KH,ETMK1639-DGN-DEM1,是,ETMK1639-DGN,1,,,,,套件,自营,否,3
1051779,1051779,US-Amazon-HLLdeco-KH,ETMK1639-DGN-S2-DEM1,是,ETMK1639-DGN,2,,,,,套件,自营,否,3
1051897,1051897,US-Walmart,ZBRLB0192-BLK,,ZBRLB0192-BLK,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1052079,1052079,US-Amazon-HLLdeco-KH,LBL5245-BURGUNDY,,LBL5245-BURGUNDY,1,成熟期,,,,库存货品,增长事业部,否,
1052191,1052191,US-Amazon-HLLdeco-KH,ZBRLB0192-BLK,,ZBRLB0192-BLK,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1052194,1052194,US-Walmart,LBL5245-BURGUNDY,,LBL5245-BURGUNDY,1,成熟期,,,,库存货品,增长事业部,否,
1052471,1052471,US-Walmart,ZCHLB0205-NAV,,ZCHLB0205-NAV,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1052474,1052474,US-Amazon-HLLdeco-KH,ZCHLB0205-NAV,,ZCHLB0205-NAV,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1052483,1052483,US-Walmart,ZRCLB0486-CML,是,ZRCLB0486-CML,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1052485,1052485,US-Walmart,ZOTLB0200-NAV,,ZOTLB0200-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1052489,1052489,US-Amazon-HLLdeco-KH,ZOTLB0200-NAV,,ZOTLB0200-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1052494,1052494,US-Amazon-HLLdeco-KH,ZRCLB0486-CML,,ZRCLB0486-CML,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1052580,1052580,US-Walmart,ZOTLB0200-BRN,,ZOTLB0200-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1052582,1052582,US-Amazon-HLLdeco-KH,ZOTLB0200-BRN,,ZOTLB0200-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1052598,1052598,US-Walmart,ZCHLB0205-BRN,,ZCHLB0205-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1052603,1052603,US-Amazon-HLLdeco-KH,ZCHLB0205-BRN,,ZCHLB0205-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1052770,1052770,US-Walmart,SFTG1829-IVY,,SFTG1829-IVY,1,策划期,,,,库存货品,自营,否,
1052771,1052771,US-Walmart,SFTG1829-SLB,,SFTG1829-SLB,1,策划期,,,,库存货品,自营,否,
1052772,1052772,US-Walmart,SFTG1829-FOR,,SFTG1829-FOR,1,策划期,,,,库存货品,自营,否,
1052773,1052773,US-Walmart,SFTG1829-RST,,SFTG1829-RST,1,策划期,,,,库存货品,自营,否,
1052774,1052774,US-Walmart,SCSD1372-ACR-S2,,SCSD1372-ACR,2,翻单期,,,策划期,套件,自营,否,
1052775,1052775,US-Walmart,SCSD1372-WAL-S2,,SCSD1372-WAL,2,翻单期,,,策划期,套件,自营,否,
1052870,1052870,US-Walmart,SFTG1829-CRM,,SFTG1829-CRM,1,策划期,,,,库存货品,自营,否,
1053070,1053070,US-Temu - COZY CORNER,HSCLS0494-GRAY,是,HSCLS0494-GRAY,1,淘汰期 - 老品,,,未定义,库存货品,自营,否,
1053071,1053071,US-Temu - COZY CORNER,RCAL1374-WTE,是,RCAL1374-WTE,1,淘汰期 - 新品,,,,库存货品,自营,否,
1053170,1053170,US-Amazon-HLLdeco-KH,SFTG1829-IVY,,SFTG1829-IVY,1,策划期,,,,库存货品,自营,否,
1053181,1053181,US-Amazon-HLLdeco-KH,SFTG1829-CRM,,SFTG1829-CRM,1,策划期,,,,库存货品,自营,否,
1053192,1053192,US-Amazon-HLLdeco-KH,SFTG1829-RST,,SFTG1829-RST,1,策划期,,,,库存货品,自营,否,
1053203,1053203,US-Amazon-HLLdeco-KH,SFTG1829-FOR,,SFTG1829-FOR,1,策划期,,,,库存货品,自营,否,
1053214,1053214,US-Amazon-HLLdeco-KH,SFTG1829-SLB,,SFTG1829-SLB,1,策划期,,,,库存货品,自营,否,
1053245,1053245,US-Amazon-HLLdeco-KH,ZDCQH0511-NAV,,ZDCQH0511-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1053270,1053270,US-Amazon-HLLdeco-KH,SCSD1372-ACR-S2,,SCSD1372-ACR,2,翻单期,,,策划期,套件,自营,否,
1053281,1053281,US-Amazon-HLLdeco-KH,SCSD1372-WAL-S2,,SCSD1372-WAL,2,翻单期,,,策划期,套件,自营,否,
1053473,1053473,US-Walmart,ZDCQH0511-NAV,是,ZDCQH0511-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1053571,1053571,US-Amazon-JYT-KH,DCST1825-MOS-JYTM1,是,DCST1825-MOS,1,,,,,套件,自营,否,3
1053572,1053572,US-Amazon-JYT-KH,DCST1825-IVY-JYTM1,是,DCST1825-IVY,1,,,,,套件,自营,否,3
1053573,1053573,US-Amazon-JYT-KH,DCST1825-WHE-JYTM1,是,DCST1825-WHE,1,,,,,套件,自营,否,3
1053574,1053574,US-Amazon-JYT-KH,DCST1825-CRM-JYTM1,是,DCST1825-CRM,1,,,,,套件,自营,否,3
1053575,1053575,US-Amazon-JYT-KH,DCST1825-MOS-S2-JYTM1,是,DCST1825-MOS,2,,,,,套件,自营,否,3
1053576,1053576,US-Amazon-JYT-KH,DCST1825-IVY-S2-JYTM1,是,DCST1825-IVY,2,,,,,套件,自营,否,3
1053577,1053577,US-Amazon-JYT-KH,DCST1825-WHE-S2-JYTM1,是,DCST1825-WHE,2,,,,,套件,自营,否,3
1053578,1053578,US-Amazon-JYT-KH,DCST1825-CRM-S2-JYTM1,是,DCST1825-CRM,2,,,,,套件,自营,否,3
1053579,1053579,US-Amazon-JYT-KH,DCST1825-MOS-S6-JYTM1,是,DCST1825-MOS,6,,,,,套件,自营,否,3
1053580,1053580,US-Amazon-JYT-KH,DCST1825-IVY-S6-JYTM1,是,DCST1825-IVY,6,,,,,套件,自营,否,3
1053581,1053581,US-Amazon-JYT-KH,DCST1825-WHE-S6-JYTM1,是,DCST1825-WHE,6,,,,,套件,自营,否,3
1053582,1053582,US-Amazon-JYT-KH,DCST1825-CRM-S6-JYTM1,是,DCST1825-CRM,6,,,,,套件,自营,否,3
1053677,1053677,US-Amazon-Home Nest-KH,ZCHLB0255-CML-HNM1,是,ZCHLB0255-CML,1,成熟期,,,,套件,增长事业部,否,3
1053688,1053688,US-Walmart,ZRCLB0486-BLK,是,ZRCLB0486-BLK,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1053692,1053692,US-Walmart,ZOFLB0705-BRN,,ZOFLB0705-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1053698,1053698,US-Walmart,ZOFLB0705-NAV,,ZOFLB0705-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1053702,1053702,US-Walmart,ZBELB0197-CHC,,ZBELB0197-CHC,1,成熟期,,,,库存货品,增长事业部,否,
1053703,1053703,US-Amazon-Urban-KH,ZOFLB0705-NAV,,ZOFLB0705-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1053705,1053705,US-Amazon-HLLdeco-KH,ZBELB0197-CHC,,ZBELB0197-CHC,1,成熟期,,,,库存货品,增长事业部,否,
1053714,1053714,US-Walmart,ZOTLB0200-BLK,,ZOTLB0200-BLK,1,成熟期,,,,库存货品,增长事业部,否,
1053715,1053715,US-Amazon-HLLdeco-KH,ZOTLB0200-CML,,ZOTLB0200-CML,1,成熟期,,,,库存货品,增长事业部,否,
1053724,1053724,US-Walmart,ZSWXD0491-BGD,是,ZSWXD0491-BGD,1,成熟期,,,,库存货品,增长事业部,否,
1053730,1053730,US-Walmart,ZSWXD0299-CML,,ZSWXD0299-CML,1,成熟期,,,,库存货品,增长事业部,否,
1053733,1053733,US-Amazon-HLLdeco-KH,ZBELB0197-BGE,,ZBELB0197-BGE,1,成熟期,,,,库存货品,增长事业部,否,
1053741,1053741,US-Walmart,ZBELB0197-BRN,,ZBELB0197-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1053755,1053755,US-Walmart,ZRCQX0452-GRN,,ZRCQX0452-GRN,1,成熟期,,,,库存货品,增长事业部,否,
1053756,1053756,US-Amazon-HLLdeco-KH,ZRCQX0452-GRN,,ZRCQX0452-GRN,1,成熟期,,,,库存货品,增长事业部,否,
1053765,1053765,US-Walmart,ZRCQX0452-GRY,是,ZRCQX0452-GRY,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1053768,1053768,US-Amazon-HLLdeco-KH,ZRCQX0452-GRY,,ZRCQX0452-GRY,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1053809,1053809,US-Amazon-Urban-KH,ZOFLB0705-BRN,,ZOFLB0705-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1053815,1053815,US-Amazon-HLLdeco-KH,ZOFLB0705-NAV,,ZOFLB0705-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1053831,1053831,US-Walmart,ZOTLB0200-CML,,ZOTLB0200-CML,1,成熟期,,,,库存货品,增长事业部,否,
1053842,1053842,US-Amazon-HLLdeco-KH,ZSWXD0491-BGD,,ZSWXD0491-BGD,1,成熟期,,,,库存货品,增长事业部,否,
1053843,1053843,US-Amazon-HLLdeco-KH,ZSWXD0299-NAV,,ZSWXD0299-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1053855,1053855,US-Amazon-Home Nest-KH,ZCHLB0255-BLK-HNM1,是,ZCHLB0255-BLK,1,成熟期,,,,套件,增长事业部,否,3
1053976,1053976,US-Amazon-HLLdeco-KH,ZRCLB0486-BLK,,ZRCLB0486-BLK,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1053980,1053980,US-Amazon-HLLdeco-KH,ZOFLB0705-BRN,,ZOFLB0705-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1053988,1053988,US-Amazon-HLLdeco-KH,ZOTLB0200-BLK,,ZOTLB0200-BLK,1,成熟期,,,,库存货品,增长事业部,否,
1053995,1053995,US-Amazon-HLLdeco-KH,ZCHLB0205-CML,,ZCHLB0205-CML,1,成熟期,,,,库存货品,增长事业部,否,
1054001,1054001,US-Walmart,Z2LBCH0054-NAVY,,Z2LBCH0054-NAVY,1,成熟期,,,,库存货品,增长事业部,否,
1054075,1054075,US-Walmart,ZSWXD0299-NAV,,ZSWXD0299-NAV,1,成熟期,,,,库存货品,增长事业部,否,
1054077,1054077,US-Amazon-HLLdeco-KH,ZSWXD0299-CML,,ZSWXD0299-CML,1,成熟期,,,,库存货品,增长事业部,否,
1054079,1054079,US-Amazon-HLLdeco-KH,ZCHLB0255-CML,,ZCHLB0255-CML,1,成熟期,,,,库存货品,增长事业部,否,
1054084,1054084,US-Walmart,ZCHLB0255-BLK,,ZCHLB0255-BLK,1,成熟期,,,,库存货品,增长事业部,否,
1054097,1054097,US-Walmart,ZDCQH0293-MUS,是,ZDCQH0293-MUS,1,成熟期,,,,库存货品,增长事业部,否,
1054098,1054098,US-Amazon-HLLdeco-KH,ZDCQH0293-MUS,,ZDCQH0293-MUS,1,成熟期,,,,库存货品,增长事业部,否,
1054101,1054101,US-Amazon-HLLdeco-KH,ZDCQH0466-ORG,,ZDCQH0466-ORG,1,成熟期,,,,库存货品,增长事业部,否,
1054104,1054104,US-Amazon-Home Nest-KH,ZDCQH0466-ORG,,ZDCQH0466-ORG,1,成熟期,,,,库存货品,增长事业部,否,
1054105,1054105,US-Amazon-HLLdeco-KH,ZDCQH0293-BGE,,ZDCQH0293-BGE,1,成熟期,,,,库存货品,增长事业部,否,
1054171,1054171,US-Walmart,ZBELB0197-BGE,,ZBELB0197-BGE,1,成熟期,,,,库存货品,增长事业部,否,
1054175,1054175,US-Walmart,ZBRLB0192-CML,,ZBRLB0192-CML,1,成熟期,,,,库存货品,增长事业部,否,
1054179,1054179,US-Amazon-HLLdeco-KH,ZBRLB0192-CML,,ZBRLB0192-CML,1,成熟期,,,,库存货品,增长事业部,否,
1054181,1054181,US-Walmart,ZCHLB0205-CHC,,ZCHLB0205-CHC,1,成熟期,,,,库存货品,增长事业部,否,
1054191,1054191,US-Amazon-HLLdeco-KH,ZBELB0197-BRN,,ZBELB0197-BRN,1,成熟期,,,,库存货品,增长事业部,否,
1054192,1054192,US-Walmart,ZCHLB0205-CML,,ZCHLB0205-CML,1,成熟期,,,,库存货品,增长事业部,否,
1054194,1054194,US-Amazon-HLLdeco-KH,ZCHLB0205-CHC,,ZCHLB0205-CHC,1,成熟期,,,,库存货品,增长事业部,否,
1054209,1054209,US-Walmart,ZCHLB0255-CML,,ZCHLB0255-CML,1,成熟期,,,,库存货品,增长事业部,否,
1054214,1054214,US-Walmart,ZBRLB0192-BGE,,ZBRLB0192-BGE,1,成熟期,,,,库存货品,增长事业部,否,
1054217,1054217,US-Amazon-HLLdeco-KH,ZBRLB0192-BGE,,ZBRLB0192-BGE,1,成熟期,,,,库存货品,增长事业部,否,
1054220,1054220,US-Amazon-HLLdeco-KH,ZCHLB0255-BLK,,ZCHLB0255-BLK,1,成熟期,,,,库存货品,增长事业部,否,
1054227,1054227,US-Walmart,ZRCQX0452-NAV,是,ZRCQX0452-NAV,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1054233,1054233,US-Amazon-HLLdeco-KH,ZRCQX0452-NAV,,ZRCQX0452-NAV,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1054257,1054257,US-Amazon-HLLdeco-KH,LBL5269-BROWN,是,LBL5269-BROWN,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,3
1054267,1054267,US-Walmart,ZBELB0197-CML,,ZBELB0197-CML,1,成熟期,,,,库存货品,增长事业部,否,
1054295,1054295,US-Amazon-HLLdeco-KH,LBL5269-CAMEL,是,LBL5269-CAMEL,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,3
1054302,1054302,US-Amazon-HLLdeco-KH,Z2LBCH0054-NAVY,,Z2LBCH0054-NAVY,1,成熟期,,,,库存货品,增长事业部,否,
1054315,1054315,US-Walmart,ZCHLB0205-BLK,,ZCHLB0205-BLK,1,成熟期,,,,库存货品,增长事业部,否,
1054317,1054317,US-Amazon-HLLdeco-KH,ZBELB0197-CML,,ZBELB0197-CML,1,成熟期,,,,库存货品,增长事业部,否,
1054322,1054322,US-Amazon-HLLdeco-KH,ZCHLB0205-BLK,,ZCHLB0205-BLK,1,成熟期,,,,库存货品,增长事业部,否,
1054338,1054338,US-Walmart,ZBEQH0513-BGE,,ZBEQH0513-BGE,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1054362,1054362,US-Walmart,ZDCQH0466-GRY,是,ZDCQH0466-GRY,1,成熟期,,,,库存货品,增长事业部,否,
1054365,1054365,US-Amazon-HLLdeco-KH,ZDCQH0466-GRY,,ZDCQH0466-GRY,1,成熟期,,,,库存货品,增长事业部,否,
1054373,1054373,US-Walmart,ZBEQH0513-IVY,,ZBEQH0513-IVY,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1054375,1054375,US-Amazon-HLLdeco-KH,ZBEQH0513-IVY,,ZBEQH0513-IVY,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
1054399,1054399,US-Amazon-HLLdeco-KH,ZBEQH0513-BGE,,ZBEQH0513-BGE,1,淘汰期 - 老品,,,,库存货品,增长事业部,否,
